Academic Year,Roll Number,Official School Name,Address 1,Address 2,Address 3,Address 4,Eircode,School Latitude,School Longitude,School Planning area,County,Local Authority,Principal Name,Email,Phone,Ethos/Religion,Patron,Post Primary School Type,Irish Classification - Post Primary,School Gender - Post Primary,Pupil Attendance Type,Fee Paying School (Y/N),Island Location (Y/N),Gaeltacht Area Location (Y/N),DEIS (Y/N),FEMALE,MALE,Total 2024-2025
2024,60260P,St Joseph Of Cluny Secondary School,Ballinclea Road,Killiney,Co. Dublin,,A96DK13,53.270691,-6.123592,Sallynoggin_Killiney_DLR,Dublin,Dun Laoghaire Rathdown,MR. BENEDICT GERARD HEALY,office@clunykilliney.ie,012855027,CATHOLIC,Le Chéile Schools Trust ,Secondary,No subjects taught through Irish,Mixed,Day,Y,N,N,N,256,,256
2024,60261R,St Benildus College,Upper Kilmacud Rd,Stillorgan,Blackrock,Co Dublin,A94X886,53.284637,-6.221381,Goatstown_Stillorgan_DLR,Dublin,Dun Laoghaire Rathdown,MRS. MARY P BROHAN,stbenildusoffice@stbenilduscollege.com,012986539,CATHOLIC,Le Chéile Schools Trust ,Secondary,No subjects taught through Irish,Boys,Day,N,N,N,N,,925,925
2024,60262T,St Laurence College,Loughlinstown,Dublin 18,,,D18AK07,53.250937,-6.138403,Sallynoggin_Killiney_DLR,Dublin,Dun Laoghaire Rathdown,CILLIAN O'RIORDAN,secretary@stlaurencecollege.com,012826930,CATHOLIC,Le Chéile Schools Trust ,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,Y,149,132,281
2024,60263V,St Joseph's College,Lucan,Co Dublin,,,K78VW74,53.358056,-6.440358,Lucan,Dublin,South Dublin County Council,MS. BERNADETTE FITZGERALD,stjosephslucan@gmail.com,016281160,CATHOLIC,CEIST ,Secondary,No subjects taught through Irish,Girls,Day,N,N,N,N,937,,937
2024,60264A,Coláiste Phádraig CBS,Roselawn,Lucan,Co. Dublin,,K78E927,53.356896,-6.432676,Lucan,Dublin,South Dublin County Council,MR. THOMAS O MEARA,admin@colaistephadraig.com,016282299,CATHOLIC,Edmund Rice Schools Trust,Secondary,No subjects taught through Irish,Boys,Day,N,N,N,N,,704,704
2024,60272W,The Kings Hospital,Palmerstown,Dublin 20,,,D20V256,53.358817,-6.385965,Palmerstown_Ronanstown_D20_22,Dublin,South Dublin County Council,MR MARK RONAN,headmaster@thekingshospital.ie,016436500,CHURCH OF IRELAND,Board of Governors of King's Hospital,Secondary,No subjects taught through Irish,Mixed,Mixed,Y,N,N,N,375,328,703
2024,60290B,St Pauls College,Sybil Hill,Raheny,Dublin,,D05C673,53.373134,-6.193259,Killester_Raheny_Clontarf,Dublin,Dublin City Council,MR. SEAN MORAN,admin@stpaulscollege.ie,018314011,CATHOLIC,Congregation of the Missions (Vincentians),Secondary,No subjects taught through Irish,Boys,Day,N,N,N,N,,637,637
2024,60291D,Árdscoil La Salle,Raheny Road,Raheny,Dublin 5,,D05Y132,53.388964,-6.169676,Killester_Raheny_Clontarf,Dublin,Dublin City Council,MR. COLM MYTHEN,secretary@ardscoillasalle.ie,018480055,CATHOLIC,Le Chéile Schools Trust ,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,Y,138,158,296
2024,60300B,Manor House School,Watermill Road,Raheny,Dublin 5,,D05R827,53.378541,-6.173065,Killester_Raheny_Clontarf,Dublin,Dublin City Council,MISS MARY T O'NEILL,deputyprincipal@manorhouseschool.com,018316782,CATHOLIC,Le Chéile Schools Trust ,Secondary,No subjects taught through Irish,Girls,Day,N,N,N,N,669,,669
2024,60310E,De La Salle College,Upper Churchtown Road,Churchtown,Dublin 14,,D14A0T9,53.296986,-6.264288,Rathfarnham,Dublin,Dun Laoghaire Rathdown,MISS SIOBHAN FOSTER,office@delasallecollege.com,012981067,CATHOLIC,Le Chéile Schools Trust ,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,N,77,340,417
2024,60320H,St Columba's College,Whitechurch,Dublin 16,,,D16CH92,53.266464,-6.268967,Rathfarnham,Dublin,South Dublin County Council,MARK TREMAYNE BOOBBYER,warden@stcolumbas.ie,014906791,CHURCH OF IRELAND,Body of Fellows of St Columba's College ,Secondary,No subjects taught through Irish,Mixed,Mixed,Y,N,N,N,160,191,351
2024,60321J,Rockbrook Park School,Edmondstown Road,Rathfarnham,Dublin 16,,D16P897,53.262419,-6.300677,Rathfarnham,Dublin,South Dublin County Council,MR. JUDE MULLIGAN,secretary@rockbrook.ie,014933204,CATHOLIC,Famed Company Limited by Guarantee,Secondary,No subjects taught through Irish,Boys,Day,Y,N,N,N,,186,186
2024,60340N,Loreto High School,Beaufort,Grange Rd,Rathfarnham,Dublin 14,D14E521,53.292416,-6.283779,Rathfarnham,Dublin,South Dublin County Council,MS. AOIFE KAVANAGH,Aoife.kavanagh@loretohighschool.com,014933251,CATHOLIC,Loreto Education Trust,Secondary,No subjects taught through Irish,Girls,Day,Y,N,N,N,645,,645
2024,60341P,Sancta Maria College,Ballyroan Crescent,Rathfarnham,Dublin 16,,D16V389,53.284736,-6.303932,Rathfarnham,Dublin,South Dublin County Council,MISS GERALDINE KENNEDY,info@sanctamariacollege.com,014934887,CATHOLIC,CEIST ,Secondary,No subjects taught through Irish,Girls,Day,N,N,N,N,574,,574
2024,60342R,Coláiste Éanna,Hillside Park,Ballyroan Road,Rathfarnham,Dublin 16,D16E248,53.286303,-6.298938,Rathfarnham,Dublin,South Dublin County Council,MR. SEAN G. O'MURCHU,secretary@colaisteeanna.ie,014931767,CATHOLIC,Edmund Rice Schools Trust,Secondary,No subjects taught through Irish,Boys,Day,N,N,N,N,,612,612
2024,60343T,St Joseph's Secondary School,Convent Lane,Rush,Co. Dublin,,K56A308,53.51992,-6.090893,Rush&Lusk,Dublin,Fingal County Council,MR. DARAGH NEALON,office@stjosephsrush.com,018437534,CATHOLIC,CEIST ,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,Y,409,519,928
2024,60361V,St Raphaela's Secondary School,St. Raphaela's Road,Stillorgan,Blackrock,Co. Dublin,A94NT29,53.283105,-6.205339,Goatstown_Stillorgan_DLR,Dublin,Dun Laoghaire Rathdown,EILEEN O' DONNELL,secretary@straphaelas.ie,012888730,CATHOLIC,Handmaids of the Sacred Heart,Secondary,No subjects taught through Irish,Girls,Day,N,N,N,N,631,,631
2024,60370W,St. Fintan's High School,Dublin Road,Sutton,Dublin 13,,D13HN59,53.389185,-6.117946,Donaghmede_Howth_D13,Dublin,Fingal County Council,MS. KATHY MULLEN,info@stfintanshs.ie,018324632,CATHOLIC,Edmund Rice Schools Trust,Secondary,No subjects taught through Irish,Boys,Day,N,N,N,N,,716,716
2024,60380C,Santa Sabina Dominican College,Greenfield Road,Sutton,Dublin 13,D13 RD80,D13RD80,53.387131,-6.100559,Donaghmede_Howth_D13,Dublin,Fingal County Council,MS. JOYCE KAVANAGH,principal@santasabina.ie,018322200,CATHOLIC,Le Chéile Schools Trust ,Secondary,No subjects taught through Irish,Girls,Day,N,N,N,N,749,,749
2024,60381E,Sutton Park School,St Fintans Road,Sutton,Dublin 13,,D13PY92,53.376583,-6.093261,Donaghmede_Howth_D13,Dublin,Fingal County Council,MR. RONAN WALSH,info@sps.ie,018322940,CHURCH OF IRELAND,Board of Governors of Sutton Park School,Secondary,No subjects taught through Irish,Mixed,Mixed,Y,N,N,N,226,265,491
2024,60383I,Coláiste Choilm,Dublin Road,Swords,Co Dublin,,K67KW30,53.452505,-6.225518,Swords,Dublin,Fingal County Council,MR. CATHAL FRANCIS BOYLE,info@colaistechoilmswords.ie,018401420,CATHOLIC,Edmund Rice Schools Trust,Secondary,No subjects taught through Irish,Boys,Day,N,N,N,N,,425,425
2024,60390F,St Josephs C.B.S.,Merville Ave,Fairview,Dublin 3,,D03H524,53.363903,-6.233668,Drumcondra_Marino_Dublin1,Dublin,Dublin City Council,MS. CIARA MCDONNELL,info@stjosephsfairview.ie,018339779,CATHOLIC,Edmund Rice Schools Trust,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,Y,42,221,263
2024,60400F,St Vincents C.B.S. Glasnevin,Finglas Road,Glasnevin,Dublin 11,,D11XV05,53.368259,-6.27498,Cabra_Phibsboro_D7,Dublin,Dublin City Council,MS. MAIRE QUINN,mq@stvincentsd11.ie,018304375,CATHOLIC,Edmund Rice Schools Trust,Secondary,No subjects taught through Irish,Boys,Day,N,N,N,Y,,409,409
2024,60410I,C.B.S. James Street,James's Street,Dublin 8,,,D08K338,53.340364,-6.289444,Dublin_8,Dublin,Dublin City Council,MS. PAULINE QUEALLY,jamesstcbs123@outlook.ie,014547756,CATHOLIC,Edmund Rice Schools Trust,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,Y,87,133,220
2024,60420L,Árdscoil Rís,Griffith Avenue,Marino,Dublin 9,,D09AK30,53.369235,-6.228076,Beaumont_CoolockD5,Dublin,Dublin City Council,MR. JOHN MC HUGH,admin@ardscoilris.com,018332633,CATHOLIC,Edmund Rice Schools Trust,Secondary,No subjects taught through Irish,Boys,Day,N,N,N,N,,560,560
2024,60430O,St Pauls C.B.S.,St. Paul's CBS Secondary School,Nth. Brunswick Street,Dublin 7,,D07VF57,53.350591,-6.275708,Cabra_Phibsboro_D7,Dublin,Dublin City Council,MR. PATRICK MCCORMACK,principal@thebrunner.ie,018720781,CATHOLIC,Edmund Rice Schools Trust,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,Y,,219,219
2024,60440R,O'Connell School,Richmond Street North,Dublin 1,,,D01Y4A9,53.35825,-6.250797,Drumcondra_Marino_Dublin1,Dublin,Dublin City Council,MR. LIAM NEWELL,secretary@oconnellschool.ie,018748307,CATHOLIC,Edmund Rice Schools Trust,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,Y,,215,215
2024,60450U,Coláiste Mhuire,Bothar Rath Tó,Cabrach,Baile Átha Cliath 7,,D07CY97,53.36603,-6.302419,Cabra_Phibsboro_D7,Dublin,Dublin City Council,MR. OISIN MAC EOIN,runai@colaistemhuire.ie,018688996,CATHOLIC,Edmund Rice Schools Trust,Secondary,All pupils taught all subjects through Irish,Mixed,Day,N,N,N,Y,139,117,256
2024,60470D,"Christian Brothers, Synge St.",Synge Street CBS Secondary School,Synge Street,Dublin 8,Dublin,D08R283,53.33349,-6.268224,Dublin_8,Dublin,Dublin City Council,MS. CLARE CATTERSON,office@syngestreet.com,014783998,CATHOLIC,Edmund Rice Schools Trust,Secondary,No subjects taught through Irish,Boys,Day,N,N,N,Y,,291,291
2024,60471F,St. David's College,Artane,Dublin 5,,,D05W667,53.381031,-6.217644,Beaumont_CoolockD5,Dublin,Dublin City Council,MR. MICHAEL NALLY,office@stdavidscollege.ie,018315322,CATHOLIC,Edmund Rice Schools Trust,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,Y,30,475,505
2024,60480G,Meanscoil Iognáid Rís,Long Mile Road,Walkinstown,Dublin 12,D12K682,D12K682,53.324211,-6.333725,Dolphin's Barn_D12,Dublin,Dublin City Council,MR. CONOR BRADLEY,info@drimnaghcastle.ie,014518316,CATHOLIC,Edmund Rice Schools Trust,Secondary,No subjects taught through Irish,Boys,Day,N,N,N,Y,,506,506
2024,60481I,St. Aidan's C.B.S.,Collins Avenue Ext,Whitehall,Dublin 9,,D09XT54,53.384351,-6.252129,Whitehall_SantryD9,Dublin,Dublin City Council,MR. LIAM REILLY,secretary@staidanscbs.ie,018377587,CATHOLIC,Edmund Rice Schools Trust,Secondary,No subjects taught through Irish,Boys,Day,N,N,N,N,,728,728
2024,60490J,C.B.S. Westland Row,Westland Row,Dublin 2,,,D02YX80,53.3428,-6.249075,Dublin2_Dublin4,Dublin,Dublin City Council,MS. KATE BYRNE,info@cbswestlandrow.ie,016614143,CATHOLIC,Edmund Rice Schools Trust,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,Y,113,89,202
2024,60491L,St Declan's College,Nephin Road,Cabra,Dublin 7,,D07NN63,53.366838,-6.303069,Cabra_Phibsboro_D7,Dublin,Dublin City Council,MR. BRIAN AVERY,info@stdeclanscollege.ie,018380357,CATHOLIC,Edmund Rice Schools Trust,Secondary,No subjects taught through Irish,Boys,Day,N,N,N,N,,653,653
2024,60500J,Marian College,Ballsbridge,Dublin 4,,,D04W268,53.333138,-6.226792,Dublin2_Dublin4,Dublin,Dublin City Council,MISS OONAGH CELINE MC CAUL,omccaul@mariancollege.ie,016684036,CATHOLIC,Marist Brothers (Province of West Central Europe),Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,Y,1,304,305
2024,60511O,Beneavin De La Salle College,Beneavin Road,Finglas,Dublin,,D11NH7E,53.389221,-6.286613,FinglasEast_BallymunD11,Dublin,Dublin City Council,MS. ANN MARIE LEONARD,principal@beneavin.com,018341410,CATHOLIC,Le Chéile Schools Trust ,Secondary,No subjects taught through Irish,Boys,Day,N,N,N,Y,,603,603
2024,60520P,Belvedere College S.J,6 Great Denmark Street,Dublin 1,,,D01TK25,53.35551,-6.262121,Drumcondra_Marino_Dublin1,Dublin,Dublin City Council,MR. GERRY FOLEY,dreddy@belvederecollege.ie,018586600,CATHOLIC,Society of Jesus (Jesuits),Secondary,No subjects taught through Irish,Boys,Day,Y,N,N,N,,1004,"1,004"
2024,60530S,Gonzaga College,Sandford Road,Ranelagh,Dublin,,D06KF95,53.316816,-6.249403,Dublin6_Clonskeagh,Dublin,Dublin City Council,MR. DAMON MCCAUL,headmaster@gonzaga.ie,014972931,CATHOLIC,Society of Jesus (Jesuits),Secondary,No subjects taught through Irish,Boys,Day,Y,N,N,N,,573,573
2024,60540V,Catholic University School,89 Lower Leeson Street,Dublin 2,,,D02KC81,53.335297,-6.255882,Dublin2_Dublin4,Dublin,Dublin City Council,MR. CLIVE G MARTIN,office@cus.ie,017756800,CATHOLIC,Marist Education Authority ,Secondary,No subjects taught through Irish,Boys,Day,Y,N,N,N,,547,547
2024,60550B,Chanel College,Coolock Village,Malahide Road,Dublin 5,,D05EY86,53.388016,-6.203976,Beaumont_CoolockD5,Dublin,Dublin City Council,MR. DARA GILL,chaneloffice@chanelcollege.ie,018480655,CATHOLIC,Marist Education Authority ,Secondary,No subjects taught through Irish,Boys,Day,N,N,N,Y,,466,466
2024,60560E,"St. Mary's College C.S.Sp., Rathmines",73-79 Lower Rathmines Road,Dublin 6,,,D06CH79,53.327414,-6.266698,Dublin6_Clonskeagh,Dublin,Dublin City Council,MR. DENIS MURPHY,denismurphy@stmarys.ie,014995700,CATHOLIC,The Spiritan Education Trust ,Secondary,No subjects taught through Irish,Boys,Day,Y,N,N,N,,498,498
2024,60561G,St Michaels College,Ailesbury Road,Dublin 4,,,D04NC59,53.319306,-6.217416,Dublin2_Dublin4,Dublin,South Dublin County Council,MR. T M KELLEHER,edel@stmc.ie,012189400,CATHOLIC,The Spiritan Education Trust ,Secondary,No subjects taught through Irish,Boys,Day,Y,N,N,N,,726,726
2024,60562I,Templeogue College,Templeville Road,Templeogue,Dublin 6W,,D6WE622,53.304164,-6.311988,Dublin_6w,Dublin,South Dublin County Council,NIAMH QUINN,info@templeoguecollege.ie,014905788,CATHOLIC,The Spiritan Education Trust ,Secondary,No subjects taught through Irish,Boys,Day,N,N,N,N,,660,660
2024,60570H,Terenure College,Templeogue Road,Terenure,Dublin 6w,,D6WDK72,53.30425,-6.297376,Dublin_6w,Dublin,Dublin City Council,MR. PHILIP WALLACE,admin@terenurecollege.ie,014997000,CATHOLIC,Carmelite Order (Irish Province) ,Secondary,No subjects taught through Irish,Boys,Day,Y,N,N,N,,798,798
2024,60581M,St Kevins College,Ballygall Rd. East,Ballygall,Dublin 11,,D11VF10,53.38545,-6.277384,Whitehall_SantryD9,Dublin,Dublin City Council,EOGHAN ROONEY,info@stkevinscollege.com,018371423,CATHOLIC,Edmund Rice Schools Trust,Secondary,No subjects taught through Irish,Boys,Day,N,N,N,Y,,501,501
2024,60590N,St Conleths College,28 Clyde Road,Ballsbridge,Dublin 4,,D04FT98,53.327963,-6.240353,Dublin2_Dublin4,Dublin,Dublin City Council,MR. DONAL E O DULAING,admin@stconleths.ie,016680022,CATHOLIC,St Conleth's Ltd,Secondary,No subjects taught through Irish,Mixed,Day,Y,N,N,N,117,208,325
2024,60630W,St Kilian's Deutsche Schule,Roebuck Road,Clonskeagh,Dublin 14,,D14P7F2,53.303796,-6.229184,Booterstown_Blackrock,Dublin,Dun Laoghaire Rathdown,MR. NIGEL MAC MILLAN,nigel.macmillan@kilians.com,012883323,INTER DENOMINATIONAL,Der Deutsche Schulverein ,Secondary,No subjects taught through Irish,Mixed,Day,Y,N,N,N,213,265,478
2024,60640C,Sandford Park School Ltd,Sandford Road,Ranelagh,Dublin 6,,D06FN29,53.321874,-6.250483,Dublin6_Clonskeagh,Dublin,Dublin City Council,MISS EDITH ANN MARIE BYRNE,ebyrne@sandfordparkschool.ie,014971417,INTER DENOMINATIONAL,Board of Governors of Sandford Park School,Secondary,No subjects taught through Irish,Mixed,Day,Y,N,N,N,173,259,432
2024,60650F,St Andrews College,Booterstown Ave,Blackrock,Co Dublin,,A94XN72,53.305607,-6.201601,Booterstown_Blackrock,Dublin,Dun Laoghaire Rathdown,MISS LOUISE MARSHALL,information@st-andrews.ie,012882785,PRESBYTERIAN,Board of Governors of St Andrew's College,Secondary,No subjects taught through Irish,Mixed,Day,Y,N,N,N,533,475,"1,008"
2024,60660I,St Patricks Cathedral Grammar School,St Patricks Close,Dublin 8,,,D08WK19,53.338982,-6.271589,Dublin_8,Dublin,Dublin City Council,MR. TIMOTHY GILL,principal@spcgs.ie,014543388,CHURCH OF IRELAND,Board of Governors of St Patrick's Cathedral Grammar School,Secondary,No subjects taught through Irish,Mixed,Day,N,N,N,N,153,149,302
2024,60670L,The High School,Danum,Zion Road,Rathgar,Dublin,D06YR68,53.305787,-6.273284,Dublin6_Clonskeagh,Dublin,Dublin City Council,MR. ANDREW FORREST,office@highschool.ie,014922611,CHURCH OF IRELAND,Board of Governors of the High School,Secondary,No subjects taught through Irish,Mixed,Day,Y,N,N,N,368,456,824
2024,60690R,Dominican College,"204, Griffith Ave",Drumcondra,Dublin 9,,D09A5X0,53.374338,-6.249275,Drumcondra_Marino_Dublin1,Dublin,Dublin City Council,MS. MARGUERITE O HORA,admin@dominican-college.com,018376080,CATHOLIC,Le Chéile Schools Trust ,Secondary,No subjects taught through Irish,Girls,Day,N,N,N,N,807,,807
2024,60700R,Scoil Chaitriona,Bóthar Mobhí,Glas Naíon,Ath Cliath 9,,D09TW99,53.374617,-6.262311,Drumcondra_Marino_Dublin1,Dublin,Dublin City Council,MS. FIONA NÍ CHATHÁIN,oifig@scoilchaitriona.ie,018370762,CATHOLIC,Le Chéile Schools Trust ,Secondary,All pupils taught all subjects through Irish,Mixed,Day,N,N,N,Y,283,240,523
2024,60710U,Muckross Park College,Donnybrook,Dublin 4,,,D04CF59,53.321665,-6.242546,Dublin6_Clonskeagh,Dublin,Dublin City Council,MISS ANNE MARIE MEE,ammee@muckrossparkcollege.com,014914033,CATHOLIC,Le Chéile Schools Trust ,Secondary,No subjects taught through Irish,Girls,Day,N,N,N,N,712,,712
2024,60731F,St Dominics College,Navan road,Cabra,Dublin 7,,D07NX47,53.371362,-6.307158,Cabra_Phibsboro_D7,Dublin,Dublin City Council,MISS ANN.B. CAMERON,info@stdominics.ie,018385282,CATHOLIC,Le Chéile Schools Trust ,Secondary,No subjects taught through Irish,Girls,Day,N,N,N,N,778,,778
2024,60741I,St Michaels Secondary School,Wellmount Road,Finglas,Dublin 11,,D11H521,53.387198,-6.301623,Scribblestown_FinglasWest,Dublin,Dublin City Council,MS. MARIE DOYLE,stmichaelshf11@gmail.com,018341767,CATHOLIC,Le Chéile Schools Trust ,Secondary,No subjects taught through Irish,Girls,Day,N,N,N,Y,651,,651
2024,60750J,Holy Faith Secondary School,1 Belgrove Road,Clontarf,Dublin 3,,D03R528,53.360182,-6.1975,Killester_Raheny_Clontarf,Dublin,Dublin City Council,MISS DEIRDRE GOGARTY,admin@holyfaithclontarf.com,018331507,CATHOLIC,Le Chéile Schools Trust ,Secondary,No subjects taught through Irish,Girls,Day,N,N,N,N,665,,665
